1,75,9
2,34,13
3,46,8
4,95,8
5,59,13
6,72,6
7,100,11
8,44,11
9,72,6
10,139,3
11,53,6
12,73,4
13,81,8
14,96,6
15,25,8
16,76,10
17,46,11
18,66,10
19,60,8
20,74,8
21,70,13
22,111,7
23,358,3
24,112,6
25,188,5
26,400,3
27,562,3
28,28,9
29,82,8
30,137,8
31,308,4
32,544,5
33,95510,2
34,68950,3
35,77776,2
36,237526,4
37,283228,3
38,293196,6
39,634843,2
40,671817,3
41,578453,3
42,863000,3
43,1.13102e+06,3
44,1.30045e+06,3
45,975926,3
46,1.54352e+06,3
47,1.92701e+06,3
48,1.29432e+06,3
49,934025,5
50,2.61476e+06,4
51,1.81237e+06,4
52,1.39482e+06,8
53,1.56325e+06,5
54,2.76536e+06,6
55,3.15079e+06,6
56,2.55513e+06,6
57,4.03599e+06,5
58,2.27156e+06,5
59,1.20773e+06,6
60,2.52044e+06,5
61,2.44575e+06,5
62,1.27868e+06,6
63,1.15943e+06,5
64,1.16792e+06,5
65,379952,10
66,417057,6
67,104449,11
68,181814,9
69,51294,33
70,42934,51
71,63076,54
72,84545,64
73,77921,66
74,77793,70
75,64788,66
76,97015,65
77,37798,59
78,49245,64
79,49675,72
80,78522,68
81,53715,72
82,38434,67
83,50061,71
84,86382,74
85,40166,72
86,96803,73
87,100287,68
88,73874,66
89,73449,77
90,69618,76
91,105634,70
92,61803,71
93,74142,73
94,42643,72
95,32888,69
96,60659,79
97,71200,70
98,64381,65
99,89059,72
100,51263,74
101,58772,69
102,84477,76
103,62348,70
104,44221,71
105,43299,70
106,59327,71
107,40225,74
108,45534,73
109,48090,69
110,24903,68
111,15317,68
112,23243,67
113,14953,67
114,14264,63
115,5814,69
116,2320,60
117,1986,60
118,1119,42
119,429,38
120,219,29
121,157,22
122,166,18
123,354,15
124,1738,7
125,1066,11
126,138,11
127,108,9
128,85,16
129,36,11
130,139,7
131,74,15
132,148,5
133,127,7
134,129,10
135,134,6
136,147,8
137,122,4
138,132,4
139,59,6
140,40,8
141,148,9
142,82,6
143,91,10
144,76,7
