1,79,11
2,87,11
3,84,8
4,52,12
5,75,4
6,59,10
7,54,10
8,43,8
9,67,6
10,98,12
11,23,15
12,99,7
13,81,9
14,43,11
15,95,15
16,85,4
17,82,10
18,32,12
19,42,9
20,74,8
21,92,7
22,79,11
23,94,6
24,56,8
25,55,8
26,35,8
27,105,6
28,84,8
29,73,11
30,83,7
31,51,6
32,57,10
33,47,10
34,60,9
35,65,9
36,57,12
37,60,10
38,45,9
39,31,11
40,54,6
41,40,11
42,83,10
43,1290,4
44,116454,2
45,196010,3
46,192395,4
47,524696,3
48,511204,3
49,393828,3
50,441558,3
51,312429,4
52,649721,3
53,743253,3
54,613520,3
55,638592,3
56,452576,4
57,1.0405e+06,3
58,1.06578e+06,3
59,843957,3
60,807826,3
61,650445,4
62,1.22429e+06,3
63,1.1821e+06,2
64,781169,4
65,1.23272e+06,5
66,953050,6
67,2.92836e+06,5
68,3.1425e+06,3
69,2.94973e+06,3
70,2.47914e+06,3
71,895342,4
72,2.83379e+06,3
73,2.98912e+06,5
74,2.94474e+06,4
75,2.66417e+06,6
76,2.84379e+06,5
77,1.37132e+06,5
78,3.11928e+06,6
79,3.11136e+06,3
80,2.90933e+06,5
81,2.53211e+06,6
82,901956,4
83,2.45407e+06,5
84,2.38759e+06,3
85,1.97524e+06,5
86,1.51782e+06,5
87,522246,4
88,1.35638e+06,5
89,1.26366e+06,7
90,895629,9
91,454945,5
92,1.58331e+06,5
93,1.80736e+06,5
94,1.7776e+06,3
95,924500,3
96,1.3993e+06,3
97,604460,3
98,288407,4
99,353951,5
100,495961,3
101,469659,2
102,239065,5
103,123227,4
104,273132,5
105,167258,4
106,88761,2
107,106763,3
108,97757,3
109,3124,7
110,6429,3
111,3358,3
112,15909,3
113,1044,7
114,1302,5
115,116,4
116,243,3
117,1555,3
118,954,3
119,102,9
120,66,8
121,120,7
122,118,5
123,80,11
124,78,8
125,68,10
126,77,11
127,60,15
128,53,9
129,61,4
130,47,14
131,72,11
132,138,5
133,99,7
134,101,5
135,51,9
136,41,11
137,119,7
138,64,9
139,55,11
140,113,6
141,150,8
142,120,7
143,76,8
144,148,8
145,95,6
