1,46,8
2,21,8
3,24,10
4,51,6
5,89,5
6,38,10
7,65,6
8,30,8
9,23,11
10,34,9
11,20,10
12,29,10
13,23,8
14,14,11
15,13,9
16,39,6
17,25,11
18,33,9
19,15,8
20,16,11
21,27,11
22,15,15
23,22,9
24,38,6
25,36,8
26,19,12
27,17,9
28,11,9
29,13,9
30,11,10
31,22,13
32,46,9
33,44,6
34,37,10
35,15,12
36,5,18
37,15,10
38,36,5
39,20,9
40,20,9
41,13,8
42,48,8
43,7,13
44,23,10
45,19,10
46,27,11
47,18,14
48,22,9
49,42,10
50,38,7
51,44,2
52,6458,2
53,66112,2
54,127203,3
55,214549,4
56,334969,2
57,184717,3
58,247781,3
59,360715,4
60,395507,2
61,348821,3
62,250176,3
63,378614,4
64,496091,3
65,618068,3
66,338769,5
67,674544,5
68,1.04245e+06,4
69,1.52904e+06,6
70,2.13119e+06,7
71,1.88339e+06,5
72,2.43385e+06,5
73,3.59584e+06,5
74,2.22166e+06,6
75,2.08458e+06,8
76,2.4531e+06,6
77,5.11112e+06,6
78,4.61044e+06,6
79,5.1553e+06,6
80,4.82482e+06,6
81,5.30841e+06,6
82,4.56765e+06,5
83,1.97673e+06,5
84,4.01658e+06,6
85,1.81889e+06,6
86,1.14085e+06,5
87,745770,6
88,614744,7
89,193754,5
90,199616,7
91,144951,6
92,130566,13
93,51641,19
94,61393,21
95,40616,57
96,46586,57
97,37754,51
98,42945,45
99,72077,59
100,52840,63
101,79704,61
102,59300,67
103,46165,60
104,38674,60
105,60479,63
106,67583,63
107,39538,64
108,60002,69
109,49234,63
110,37280,69
111,67129,66
112,48751,67
113,30882,72
114,34028,67
115,56657,66
116,25256,67
117,46295,66
118,24866,61
119,15330,67
120,26925,75
121,24342,63
122,22203,71
123,36606,70
124,44293,66
125,19181,71
126,35832,65
127,16112,67
128,15458,62
129,7617,72
130,10209,64
131,12805,70
132,10346,73
133,9827,70
134,8351,70
135,3734,66
136,6106,68
137,4812,69
138,4456,68
139,4209,65
140,2205,69
141,1639,66
142,2351,68
143,1750,72
144,3737,63
145,3376,68
146,2476,60
147,1600,66
148,1554,48
149,812,67
150,2199,64
151,942,65
152,625,66
153,497,55
154,1222,61
155,561,57
156,364,53
157,826,59
158,337,56
159,164,54
160,49,38
161,25,17
162,58,14
163,307,8
164,118,10
165,142,9
166,98,12
167,284,5
168,15,6
169,16,13
170,21,10
171,14,7
172,40,10
173,12,12
174,25,11
175,15,11
176,23,10
177,13,13
178,20,10
179,36,10
180,20,8
181,16,16
182,29,10
183,20,11
184,41,15
185,32,12
186,28,6
187,20,9
188,24,13
189,20,8
190,38,10
191,15,13
192,16,12
193,49,6
194,27,7
195,58,7
