1,102,15
2,70,8
3,34,12
4,80,11
5,88,9
6,55,11
7,65,7
8,54,12
9,48,9
10,83,13
11,58,12
12,74,8
13,48,6
14,101,10
15,68,8
16,36,11
17,54,4
18,21,12
19,67,12
20,61,6
21,52,9
22,40,12
23,54,8
24,55,10
25,72,9
26,75,12
27,101,8
28,55,14
29,55,10
30,55,10
31,62,7
32,79,12
33,38106,26
34,5708,41
35,435,33
36,152,21
37,108,14
38,92,10
39,55,9
40,99,8
41,133,5
42,1621,3
43,12075,2
44,290195,2
45,155485,1
46,196421,2
47,307369,2
48,446438,1
49,209901,2
50,324701,1
51,480140,2
52,590748,1
53,351969,2
54,470299,1
55,666044,2
56,773952,2
57,600382,1
58,704865,1
59,1.01844e+06,2
60,1.03889e+06,4
61,810885,3
62,877695,3
63,1.11788e+06,2
64,1.24098e+06,4
65,1.18534e+06,3
66,1.13957e+06,5
67,803801,4
68,2.6461e+06,5
69,2.57888e+06,5
70,1.71835e+06,8
71,2.00795e+06,7
72,1.41964e+06,7
73,2.55419e+06,4
74,2.58267e+06,8
75,2.32297e+06,6
76,748235,5
77,2.69388e+06,3
78,2.73913e+06,6
79,2.48976e+06,2
80,2.60732e+06,4
81,955405,4
82,3.11133e+06,4
83,3.04594e+06,3
84,2.83376e+06,3
85,2.44742e+06,5
86,1.5763e+06,6
87,3.11783e+06,5
88,2.60423e+06,8
89,2.78991e+06,8
90,1.12203e+06,8
91,2.75734e+06,7
92,2.46293e+06,5
93,1.75533e+06,7
94,1.31109e+06,3
95,2.99125e+06,5
96,2.95292e+06,3
97,2.39853e+06,4
98,1.87645e+06,2
99,1.99067e+06,3
100,996261,3
101,304819,10
102,495356,3
103,505677,5
104,649358,3
105,776997,2
106,144605,5
107,163440,4
108,254080,3
109,165032,3
110,75119,5
111,49008,3
112,30754,3
113,9508,3
114,1370,3
115,2175,3
116,2003,3
117,707,3
118,267,3
119,511,3
120,256,5
121,384,5
122,120,6
123,135,9
124,169,5
125,146,5
126,71,8
127,463,3
128,130,5
129,75,13
130,157,7
131,133,7
132,102,7
133,86,7
134,103,7
135,226,5
136,174,5
137,215,5
138,43,8
139,48,8
140,129,5
141,97,8
142,166,7
143,80,10
144,129,6
