1,214,6
2,175,5
3,180,7
4,214,4
5,390,6
6,158,11
7,154,7
8,453,7
9,247,4
10,338,6
11,317,5
12,94,6
13,338,7
14,213,10
15,145,8
16,120,7
17,349,6
18,341,4
19,471,2
20,123,8
21,174,10
22,267,6
23,258,4
24,98,10
25,98,10
26,413,5
27,226,4
28,256,6
29,217,5
30,44,15
31,165,12
32,150,9
33,399,5
34,1962,4
35,25254,2
36,240164,2
37,430453,1
38,256281,4
39,349099,1
40,513905,2
41,610441,3
42,362812,3
43,744852,4
44,1.06354e+06,2
45,1.31991e+06,3
46,707704,1
47,1.1671e+06,4
48,1.78271e+06,2
49,1.94485e+06,3
50,1.01908e+06,3
51,1.38737e+06,4
52,2.64224e+06,2
53,2.48512e+06,3
54,1.30212e+06,4
55,1.6718e+06,5
56,2.9597e+06,2
57,2.52366e+06,3
58,2.16625e+06,3
59,2.32627e+06,5
60,963402,4
61,2.22929e+06,3
62,2.38064e+06,2
63,2.24531e+06,4
64,2.28391e+06,1
65,1.0424e+06,2
66,2.57953e+06,3
67,2.77935e+06,2
68,2.61697e+06,4
69,1.03277e+06,3
70,2.8509e+06,3
71,3.04103e+06,4
72,2.94074e+06,2
73,2.55469e+06,4
74,789256,4
75,2.99485e+06,4
76,3.1139e+06,4
77,2.45702e+06,10
78,1.133e+06,5
79,3.08274e+06,7
80,3.33763e+06,5
81,2.05227e+06,7
82,2.15255e+06,3
83,3.04594e+06,5
84,3.76036e+06,3
85,3.30281e+06,3
86,2.60188e+06,3
87,4.78542e+06,3
88,3.55034e+06,3
89,2.05595e+06,3
90,1.27933e+06,3
91,1.14314e+06,4
92,734291,5
93,607543,2
94,1.77482e+06,3
95,908641,3
96,453994,4
97,334837,5
98,535095,2
99,515558,3
100,129091,2
101,181018,3
102,391757,2
103,142251,4
104,19278,5
105,13938,3
106,2116,2
107,4484,4
108,2322,3
109,951,6
110,414,5
111,425,7
112,665,5
113,320,7
114,342,9
115,110,9
116,181,7
117,193,11
118,370,7
119,550,6
120,79,8
121,431,5
122,1016,6
123,131,6
124,117,5
125,431,4
126,112,7
127,96,6
128,116,7
129,224,6
130,127,7
131,116,9
