0,115,13
1,122,7
2,39,15
3,104,5
4,174,8
5,99,12
6,70,17
7,135,6
8,93,8
9,71,8
10,55,8
11,41,16
12,136,9
13,106,8
14,38,16
15,45,19
16,123,10
17,96,8
18,712,1
19,15186,2
20,231725,2
21,111217,2
22,359489,2
23,306341,1
24,429027,2
25,479316,2
26,501861,1
27,390136,2
28,523340,1
29,753034,2
30,695892,1
31,497417,2
32,602611,1
33,920255,3
34,1.07491e+06,3
35,944213,3
36,904031,3
37,1.11131e+06,3
38,1.29783e+06,3
39,1.25992e+06,3
40,655880,4
41,929626,3
42,1.02483e+06,2
43,1.06002e+06,4
44,1.45992e+06,3
45,2.33056e+06,6
46,1.81493e+06,3
47,1.97933e+06,3
48,3.05061e+06,4
49,3.10919e+06,2
50,2.30076e+06,6
51,1.54106e+06,5
52,2.53477e+06,5
53,2.93292e+06,4
54,2.55175e+06,6
55,2.3351e+06,6
56,1.66325e+06,3
57,2.19584e+06,5
58,3.24797e+06,4
59,3.27274e+06,4
60,2.76484e+06,6
61,1.98835e+06,5
62,1.91163e+06,5
63,2.86e+06,6
64,2.75846e+06,5
65,2.06121e+06,7
66,580087,7
67,2.24374e+06,4
68,2.21215e+06,4
69,1.81699e+06,5
70,1.22512e+06,3
71,1.92158e+06,3
72,2.33201e+06,3
73,1.98166e+06,3
74,1.06507e+06,3
75,2.5807e+06,3
76,1.99321e+06,3
77,894343,2
78,1.04006e+06,4
79,705126,4
80,421670,5
81,499730,2
82,694723,3
83,203238,2
84,264014,3
85,250475,2
86,186478,3
87,63526,6
88,185671,2
89,247427,3
90,40508,6
91,60454,2
92,1222,8
93,743,5
94,1701,4
95,735,7
96,261,6
97,324,4
98,112,11
99,47,10
100,99,7
101,399,2
102,331,5
103,222,5
104,147,5
105,187,7
106,152,9
107,100,12
108,156,8
109,142,6
110,158,5
111,134,8
112,51,9
113,218,6
114,89,15
115,73,13
