0,46,9
1,44,6
2,37,10
3,15,12
4,5,18
5,15,10
6,36,5
7,20,9
8,20,9
9,13,8
10,48,8
11,7,13
12,23,10
13,19,10
14,27,11
15,18,14
16,22,9
17,42,10
18,38,7
19,44,2
20,6458,2
21,66112,2
22,127203,3
23,214549,4
24,334969,2
25,184717,3
26,247781,3
27,360715,4
28,395507,2
29,348821,3
30,250176,3
31,378614,4
32,496091,3
33,618068,3
34,338769,5
35,674544,5
36,1.04245e+06,4
37,1.52904e+06,6
38,2.13119e+06,7
39,1.88339e+06,5
40,2.43385e+06,5
41,3.59584e+06,5
42,2.22166e+06,6
43,2.08458e+06,8
44,2.4531e+06,6
45,5.11112e+06,6
46,4.61044e+06,6
47,5.1553e+06,6
48,4.82482e+06,6
49,5.30841e+06,6
50,4.56765e+06,5
51,1.97673e+06,5
52,4.01658e+06,6
53,1.81889e+06,6
54,1.14085e+06,5
55,745770,6
56,614744,7
57,193754,5
58,199616,7
59,144951,6
60,130566,13
61,51641,19
62,61393,21
63,40616,57
64,46586,57
65,37754,51
66,42945,45
67,72077,59
68,52840,63
69,79704,61
70,59300,67
71,46165,60
72,38674,60
73,60479,63
74,67583,63
75,39538,64
76,60002,69
77,49234,63
78,37280,69
79,67129,66
80,48751,67
81,30882,72
82,34028,67
83,56657,66
84,25256,67
85,46295,66
86,24866,61
87,15330,67
88,26925,75
89,24342,63
90,22203,71
91,36606,70
92,44293,66
93,19181,71
94,35832,65
95,16112,67
96,15458,62
97,7617,72
98,10209,64
99,12805,70
100,10346,73
101,9827,70
102,8351,70
103,3734,66
104,6106,68
105,4812,69
106,4456,68
107,4209,65
108,2205,69
109,1639,66
110,2351,68
111,1750,72
112,3737,63
113,3376,68
114,2476,60
115,1600,66
116,1554,48
117,812,67
118,2199,64
119,942,65
120,625,66
121,497,55
122,1222,61
123,561,57
124,364,53
125,826,59
126,337,56
127,164,54
128,49,38
129,25,17
130,58,14
131,307,8
132,118,10
133,142,9
134,98,12
